"type","prov","age","cause","kill","lci","uci"
"cons","National Capital Region","all","Other Infectious",85.6468741859328,19.7099034264582,145.798717310877
"uncons","National Capital Region","u18","Other Infectious",268.277865911739,186.896092181525,334.165378317266
"cons","National Capital Region","u18","Other Infectious",0,0,0
"uncons","Abra","all","Other Infectious",0,0,0
"uncons","Abra","u18","Other Infectious",0,0,0
"cons","Abra","all","Other Infectious",0,0,0
"cons","Abra","u18","Other Infectious",0,0,0
"uncons","Benguet","all","Other Infectious",101.228952212318,47.0459232992046,145.034566737147
"cons","Benguet","all","Other Infectious",6.81914810049866,2.3458854451484,10.4281079834582
"uncons","Kalinga","all","Other Infectious",0,0,0
"uncons","Kalinga","u18","Other Infectious",0,0,0
"cons","Kalinga","all","Other Infectious",0,0,0
"cons","Kalinga","u18","Other Infectious",0,0,0
"uncons","Agusan del Norte","all","Other Infectious",21.2088237640415,3.35673428255705,35.1329016128446
"cons","Agusan del Norte","all","Other Infectious",12.2479183031396,2.79482561641154,19.9069829714228
"uncons","Agusan del Norte","u18","Other Infectious",0,0,0
"cons","Agusan del Norte","u18","Other Infectious",0,0,0
"uncons","Agusan del Sur","all","Other Infectious",132.321647163503,55.8598432089899,191.998050094493
"cons","Agusan del Sur","all","Other Infectious",37.0466450340323,20.9629409204152,50.2415310011044
"uncons","Surigao del Norte","all","Other Infectious",0,0,0
"uncons","Surigao del Norte","u18","Other Infectious",0,0,0
"cons","Surigao del Norte","all","Other Infectious",0,0,0
"cons","Surigao del Norte","u18","Other Infectious",0,0,0
"uncons","Surigao del Sur","all","Other Infectious",78.2289679164925,23.5881701188383,121.603414597165
"cons","Surigao del Sur","all","Other Infectious",1.96959810699709,0.188389924843601,3.32451980747774
"uncons","Occidental Mindoro","all","Other Infectious",0,0,0
"uncons","Occidental Mindoro","u18","Other Infectious",0,0,0
"cons","Occidental Mindoro","all","Other Infectious",0,0,0
"cons","Occidental Mindoro","u18","Other Infectious",0,0,0
"uncons","Oriental Mindoro","all","Other Infectious",64.2134229099709,18.2266555074125,101.773287533205
"cons","Oriental Mindoro","all","Other Infectious",14.2749283392759,3.94014169195919,22.4753865525736
"uncons","Oriental Mindoro","u18","Other Infectious",15.3624639214374,4.87691474401285,21.6174234582405
"cons","Oriental Mindoro","u18","Other Infectious",0.438348389419272,0.0538245702422506,0.684585359468881
"uncons","Palawan","all","Other Infectious",0,0,0
"uncons","Palawan","u18","Other Infectious",0,0,0
"cons","Palawan","all","Other Infectious",0,0,0
"cons","Palawan","u18","Other Infectious",0,0,0
"uncons","Ilocos Norte","all","Hypertension",0,0,0
"uncons","Ilocos Norte","u18","Hypertension",0,0,0
"cons","Ilocos Norte","all","Hypertension",0,0,0
"cons","Ilocos Norte","u18","Hypertension",0,0,0
"uncons","Ilocos Sur","all","Hypertension",27.7633707970401,12.9147037623266,38.8553503905491
"cons","Ilocos Sur","all","Hypertension",27.7633707970401,12.9147037623266,38.8553503905491
"uncons","La Union","all","Hypertension",13.0595421561326,2.98419013519864,21.168235920636
"cons","La Union","all","Hypertension",13.0595421561326,2.98419013519864,21.168235920636
"uncons","Pangasinan","all","Hypertension",485.019422527561,238.422228753591,688.681151976686
"cons","Pangasinan","all","Hypertension",131.306765031901,75.2090105587329,177.942260347479
"uncons","Cagayan","all","Hypertension",0,0,0
"uncons","Cagayan","u18","Hypertension",0,0,0
"cons","Cagayan","all","Hypertension",0,0,0
"cons","Cagayan","u18","Hypertension",0,0,0
"uncons","Isabela","all","Hypertension",0,0,0
"uncons","Isabela","u18","Hypertension",0,0,0
"cons","Isabela","all","Hypertension",0,0,0
"cons","Isabela","u18","Hypertension",0,0,0
"uncons","Nueva Vizcaya","all","Hypertension",0,0,0
"uncons","Nueva Vizcaya","u18","Hypertension",0,0,0
"cons","Nueva Vizcaya","all","Hypertension",0,0,0
"cons","Nueva Vizcaya","u18","Hypertension",0,0,0
"uncons","Quirino","all","Hypertension",0,0,0
"uncons","Quirino","u18","Hypertension",0,0,0
"cons","Quirino","all","Hypertension",0,0,0
"cons","Quirino","u18","Hypertension",0,0,0
"uncons","Bataan","all","Hypertension",0,0,0
"uncons","Bataan","u18","Hypertension",0,0,0
"cons","Bataan","all","Hypertension",0,0,0
"cons","Bataan","u18","Hypertension",0,0,0
"uncons","Bulacan","all","Hypertension",207.028037212672,121.217690309291,286.849251331039
"cons","Bulacan","all","Hypertension",207.028037212672,121.217690309291,286.849251331039
"uncons","Nueva Ecija","all","Hypertension",3.97256061082294,0.49866360883226,7.15719932905426
"cons","Nueva Ecija","all","Hypertension",3.97256061082294,0.49866360883226,7.15719932905426
"uncons","Pampanga","all","Hypertension",43.6291223367689,20.0787323611095,59.4064794895997
"cons","Pampanga","all","Hypertension",43.6291223367689,20.0787323611095,59.4064794895997
"uncons","Tarlac","all","Hypertension",57.6878748681866,34.2232885797476,77.1277230056816
"cons","Tarlac","all","Hypertension",57.6878748681866,34.2232885797476,77.1277230056816
"uncons","Zambales","all","Hypertension",0,0,0
"uncons","Zambales","u18","Hypertension",0,0,0
"cons","Zambales","all","Hypertension",0,0,0
"cons","Zambales","u18","Hypertension",0,0,0
"uncons","Batangas","all","Hypertension",154.382034437877,80.0428348198692,210.097081007439
"cons","Batangas","all","Hypertension",109.845677101721,69.1517687443998,140.753951824036
"uncons","Cavite","all","Hypertension",0,0,0
"uncons","Cavite","u18","Hypertension",0,0,0
"cons","Cavite","all","Hypertension",0,0,0
"cons","Cavite","u18","Hypertension",0,0,0
"uncons","Laguna","all","Hypertension",0,0,0
"uncons","Laguna","u18","Hypertension",0,0,0
"cons","Laguna","all","Hypertension",0,0,0
"cons","Laguna","u18","Hypertension",0,0,0
"uncons","Quezon","all","Hypertension",22.1164340838849,5.48673637966069,34.8919365847274
"cons","Quezon","all","Hypertension",22.1164340838849,5.48673637966069,34.8919365847274
"uncons","Rizal","all","Hypertension",0,0,0
"uncons","Rizal","u18","Hypertension",0,0,0
"cons","Rizal","all","Hypertension",0,0,0
"cons","Rizal","u18","Hypertension",0,0,0
"uncons","Albay","all","Hypertension",0,0,0
"uncons","Albay","u18","Hypertension",0,0,0
"cons","Albay","all","Hypertension",0,0,0
"cons","Albay","u18","Hypertension",0,0,0
"uncons","Camarines Norte","all","Hypertension",36.1815185268542,19.97897141289,47.1902775253707
"cons","Camarines Norte","all","Hypertension",2.66604555649019,1.2425119050586,3.57765425168048
"uncons","Camarines Sur","all","Hypertension",47.2773140429321,15.3392387105105,74.4919870778472
"cons","Camarines Sur","all","Hypertension",29.9462153595063,8.85970380111536,47.9653420824391
"uncons","Catanduanes","all","Hypertension",0,0,0
"uncons","Catanduanes","u18","Hypertension",0,0,0
"cons","Catanduanes","all","Hypertension",0,0,0
"cons","Catanduanes","u18","Hypertension",0,0,0
"uncons","Masbate","all","Hypertension",0,0,0
"uncons","Masbate","u18","Hypertension",0,0,0
"cons","Masbate","all","Hypertension",0,0,0
"cons","Masbate","u18","Hypertension",0,0,0
"uncons","Sorsogon","all","Hypertension",0,0,0
"uncons","Sorsogon","u18","Hypertension",0,0,0
"cons","Sorsogon","all","Hypertension",0,0,0
"cons","Sorsogon","u18","Hypertension",0,0,0
"uncons","Aklan","all","Hypertension",0,0,0
"uncons","Aklan","u18","Hypertension",0,0,0
"cons","Aklan","all","Hypertension",0,0,0
"cons","Aklan","u18","Hypertension",0,0,0
"uncons","Antique","all","Hypertension",0,0,0
"uncons","Antique","u18","Hypertension",0,0,0
"cons","Antique","all","Hypertension",0,0,0
"cons","Antique","u18","Hypertension",0,0,0
"uncons","Capiz","all","Hypertension",0,0,0
"uncons","Capiz","u18","Hypertension",0,0,0
"cons","Capiz","all","Hypertension",0,0,0
"cons","Capiz","u18","Hypertension",0,0,0
"uncons","Iloilo","all","Hypertension",30.7745809153117,3.91404675400646,53.8449162284513
"cons","Iloilo","all","Hypertension",10.35430466773,1.19283889431202,18.1428836241502
"uncons","Negros Occidental","all","Hypertension",40.8023160549392,4.17544433820989,71.7601966705135
"cons","Negros Occidental","all","Hypertension",14.4449145530154,1.50537724710671,25.262241143659
"uncons","Guimaras","all","Hypertension",0,0,0
"uncons","Guimaras","u18","Hypertension",0,0,0
"cons","Guimaras","all","Hypertension",0,0,0
"cons","Guimaras","u18","Hypertension",0,0,0
"uncons","Bohol","all","Hypertension",0,0,0
"uncons","Bohol","u18","Hypertension",0,0,0
"cons","Bohol","all","Hypertension",0,0,0
"cons","Bohol","u18","Hypertension",0,0,0
"uncons","Cebu","all","Hypertension",210.890876514576,132.812190095299,280.570396033326
"cons","Cebu","all","Hypertension",210.890876514576,132.812190095299,280.570396033326
"uncons","Negros Oriental","all","Hypertension",198.898128998019,83.3741990762582,295.556883742032
"cons","Negros Oriental","all","Hypertension",52.9624159158426,19.3382114377849,80.5526831597611
"uncons","Siquijor","all","Hypertension",0,0,0
"uncons","Siquijor","u18","Hypertension",0,0,0
"cons","Siquijor","all","Hypertension",0,0,0
"cons","Siquijor","u18","Hypertension",0,0,0
"uncons","Leyte","all","Hypertension",0,0,0
"uncons","Leyte","u18","Hypertension",0,0,0
"cons","Leyte","all","Hypertension",0,0,0
"cons","Leyte","u18","Hypertension",0,0,0
"uncons","Northern Samar","all","Hypertension",0,0,0
"uncons","Northern Samar","u18","Hypertension",0,0,0
"cons","Northern Samar","all","Hypertension",0,0,0
"cons","Northern Samar","u18","Hypertension",0,0,0
"uncons","Samar","all","Hypertension",0,0,0
"uncons","Samar","u18","Hypertension",0,0,0
"cons","Samar","all","Hypertension",0,0,0
"cons","Samar","u18","Hypertension",0,0,0
"uncons","Southern Leyte","all","Hypertension",36.6695817952856,13.2387323281239,54.9211469201585
"cons","Southern Leyte","all","Hypertension",1.62197127218703,0.568563751626535,2.38745695026661
"uncons","Zamboanga del Norte","all","Hypertension",210.370685437569,121.884877279627,274.064606458259
"cons","Zamboanga del Norte","all","Hypertension",41.1623661257473,30.2265476009049,49.5531229605394
"uncons","Zamboanga del Sur","all","Hypertension",74.4446457692063,13.9018195772153,120.897595981019
"cons","Zamboanga del Sur","all","Hypertension",10.3123901092102,1.85425374885217,16.603062899041
"uncons","Zamboanga Sibugay","all","Hypertension",0,0,0
"uncons","Zamboanga Sibugay","u18","Hypertension",0,0,0
"cons","Zamboanga Sibugay","all","Hypertension",0,0,0
"cons","Zamboanga Sibugay","u18","Hypertension",0,0,0
"uncons","Bukidnon","all","Hypertension",0,0,0
"uncons","Bukidnon","u18","Hypertension",0,0,0
"cons","Bukidnon","all","Hypertension",0,0,0
"cons","Bukidnon","u18","Hypertension",0,0,0
"uncons","Lanao del Norte","all","Hypertension",31.4999764763327,5.84336853916797,54.7179785944889
"cons","Lanao del Norte","all","Hypertension",20.7399537144492,3.60543181181231,36.5377511489449
"uncons","Misamis Occidental","all","Hypertension",86.1465913402484,34.1693439984448,128.973129761379
"cons","Misamis Occidental","all","Hypertension",26.761701516628,11.5245853446241,39.3186250435322
"uncons","Misamis Oriental","all","Hypertension",0,0,0
"uncons","Misamis Oriental","u18","Hypertension",0,0,0
"cons","Misamis Oriental","all","Hypertension",0,0,0
"cons","Misamis Oriental","u18","Hypertension",0,0,0
"uncons","Davao del Norte","all","Hypertension",0,0,0
"uncons","Davao del Norte","u18","Hypertension",0,0,0
"cons","Davao del Norte","all","Hypertension",0,0,0
"cons","Davao del Norte","u18","Hypertension",0,0,0
"uncons","Davao del Sur","all","Hypertension",0,0,0
"uncons","Davao del Sur","u18","Hypertension",0,0,0
"cons","Davao del Sur","all","Hypertension",0,0,0
"cons","Davao del Sur","u18","Hypertension",0,0,0
"uncons","Davao Oriental","all","Hypertension",0,0,0
"uncons","Davao Oriental","u18","Hypertension",0,0,0
"cons","Davao Oriental","all","Hypertension",0,0,0
"cons","Davao Oriental","u18","Hypertension",0,0,0
"uncons","Compostela Valley","all","Hypertension",0,0,0
"uncons","Compostela Valley","u18","Hypertension",0,0,0
"cons","Compostela Valley","all","Hypertension",0,0,0
"cons","Compostela Valley","u18","Hypertension",0,0,0
"uncons","Cotabato","all","Hypertension",19.7803029248702,2.70558444462782,32.76255227478
"cons","Cotabato","all","Hypertension",19.7803029248702,2.70558444462782,32.76255227478
"uncons","South Cotabato","all","Hypertension",672.748916034674,413.106535445387,892.145353473841
"cons","South Cotabato","all","Hypertension",132.823527480625,84.7248149766977,175.377357741606
"uncons","Sultan Kudarat","all","Hypertension",15.8866070099552,3.52204695286559,26.2053389699657
"cons","Sultan Kudarat","all","Hypertension",11.9266329738345,2.99653978822379,19.4986678393202
"uncons","Sarangani","all","Hypertension",16.5561112119856,5.88963178543142,23.395193294962
"cons","Sarangani","all","Hypertension",2.1739402826722,1.01060517505521,2.91085558777034
"uncons","National Capital Region","all","Hypertension",17.5636407596016,0.504259021875206,34.4024054981174
"cons","National Capital Region","all","Hypertension",17.5636407596016,0.504259021875206,34.4024054981174
"uncons","Abra","all","Hypertension",0,0,0
"uncons","Abra","u18","Hypertension",0,0,0
"cons","Abra","all","Hypertension",0,0,0
"cons","Abra","u18","Hypertension",0,0,0
"uncons","Benguet","all","Hypertension",18.0773163296585,5.28090327987628,27.9294153237164
"cons","Benguet","all","Hypertension",7.37102706097745,1.79231369646434,11.6076576375521
"uncons","Kalinga","all","Hypertension",0,0,0
"uncons","Kalinga","u18","Hypertension",0,0,0
"cons","Kalinga","all","Hypertension",0,0,0
"cons","Kalinga","u18","Hypertension",0,0,0
"uncons","Agusan del Norte","all","Hypertension",0,0,0
"uncons","Agusan del Norte","u18","Hypertension",0,0,0
"cons","Agusan del Norte","all","Hypertension",0,0,0
"cons","Agusan del Norte","u18","Hypertension",0,0,0
"uncons","Agusan del Sur","all","Hypertension",0,0,0
"uncons","Agusan del Sur","u18","Hypertension",0,0,0
"cons","Agusan del Sur","all","Hypertension",0,0,0
"cons","Agusan del Sur","u18","Hypertension",0,0,0
"uncons","Surigao del Norte","all","Hypertension",92.8562846851967,37.9825051303131,131.635821360693
"cons","Surigao del Norte","all","Hypertension",12.9030443877864,4.11116296750019,19.3616232380521
"uncons","Surigao del Sur","all","Hypertension",0,0,0
"uncons","Surigao del Sur","u18","Hypertension",0,0,0
"cons","Surigao del Sur","all","Hypertension",0,0,0
"cons","Surigao del Sur","u18","Hypertension",0,0,0
"uncons","Occidental Mindoro","all","Hypertension",0,0,0
"uncons","Occidental Mindoro","u18","Hypertension",0,0,0
"cons","Occidental Mindoro","all","Hypertension",0,0,0
"cons","Occidental Mindoro","u18","Hypertension",0,0,0
"uncons","Oriental Mindoro","all","Hypertension",0,0,0
"uncons","Oriental Mindoro","u18","Hypertension",0,0,0
"cons","Oriental Mindoro","all","Hypertension",0,0,0
"cons","Oriental Mindoro","u18","Hypertension",0,0,0
"uncons","Palawan","all","Hypertension",0,0,0
"uncons","Palawan","u18","Hypertension",0,0,0
"cons","Palawan","all","Hypertension",0,0,0
"cons","Palawan","u18","Hypertension",0,0,0
"uncons","Ilocos Norte","all","Myocardial Infarction",242.105283547711,120.988433524309,345.034077364555
"cons","Ilocos Norte","all","Myocardial Infarction",5.79580916626759,2.84106519754061,8.41298903289101
"uncons","Ilocos Sur","all","Myocardial Infarction",471.486137776077,307.672228672353,615.237072081316
"cons","Ilocos Sur","all","Myocardial Infarction",52.6777634777855,30.8998726162089,72.0211388468635
"uncons","La Union","all","Myocardial Infarction",921.918679113058,704.304345013257,1106.37837364128
"cons","La Union","all","Myocardial Infarction",110.947251646962,87.6284402882156,130.682994332691
"uncons","Pangasinan","all","Myocardial Infarction",2269.54183511181,1598.88486964803,2848.83063441976
"cons","Pangasinan","all","Myocardial Infarction",237.188264787327,157.704191565646,308.888436967468
"uncons","Cagayan","all","Myocardial Infarction",1010.44886939337,717.722153852171,1265.7530794906
"cons","Cagayan","all","Myocardial Infarction",126.144480312263,68.3627958865745,176.189079198211
"uncons","Isabela","all","Myocardial Infarction",371.164460743243,171.599589081937,547.572966200137
"cons","Isabela","all","Myocardial Infarction",11.5769744070462,2.05038479405171,19.8276475021938
"uncons","Nueva Vizcaya","all","Myocardial Infarction",0,0,0
"uncons","Nueva Vizcaya","u18","Myocardial Infarction",0,0,0
"cons","Nueva Vizcaya","all","Myocardial Infarction",0,0,0
"cons","Nueva Vizcaya","u18","Myocardial Infarction",0,0,0
"uncons","Quirino","all","Myocardial Infarction",0,0,0
"uncons","Quirino","u18","Myocardial Infarction",0,0,0
"cons","Quirino","all","Myocardial Infarction",0,0,0
"cons","Quirino","u18","Myocardial Infarction",0,0,0
"uncons","Bataan","all","Myocardial Infarction",568.112731745816,330.918168760606,780.937573006969
"cons","Bataan","all","Myocardial Infarction",9.05856330919787,0.692135937544618,16.5138170177566
"uncons","Bulacan","all","Myocardial Infarction",1391.77098257343,861.561758638444,1887.84566176223
"cons","Bulacan","all","Myocardial Infarction",690.541023865604,401.575298247883,960.979796474207
"uncons","Nueva Ecija","all","Myocardial Infarction",1446.43898157704,1076.24346295075,1795.99042201939
"cons","Nueva Ecija","all","Myocardial Infarction",685.401646112594,541.461847486669,819.11039254905
"uncons","Pampanga","all","Myocardial Infarction",2419.53989872661,1916.7151449193,2889.25329679966
"cons","Pampanga","all","Myocardial Infarction",536.209757161142,425.307298343246,644.82778503955
"uncons","Tarlac","all","Myocardial Infarction",1545.23588767097,1247.41786854919,1806.35299390801
"cons","Tarlac","all","Myocardial Infarction",626.670816534946,498.467563923091,741.881892670345
"uncons","Zambales","all","Myocardial Infarction",866.212443658167,503.335412420231,1179.6932867955
"cons","Zambales","all","Myocardial Infarction",91.9354787545956,39.5619997530585,137.594896988411
"uncons","Batangas","all","Myocardial Infarction",0,0,0
"uncons","Batangas","u18","Myocardial Infarction",0,0,0
"cons","Batangas","all","Myocardial Infarction",0,0,0
"cons","Batangas","u18","Myocardial Infarction",0,0,0
"uncons","Cavite","all","Myocardial Infarction",2810.67127591726,2159.11592026885,3421.95745810194
"cons","Cavite","all","Myocardial Infarction",202.194004205819,135.486029683566,265.327319331671
"uncons","Laguna","all","Myocardial Infarction",1602.08289140888,969.921960496615,2198.78757686098
"cons","Laguna","all","Myocardial Infarction",352.060149534987,185.693043480078,511.0638095349
"uncons","Quezon","all","Myocardial Infarction",1472.59977930979,904.178504065367,1988.1671712276
"cons","Quezon","all","Myocardial Infarction",33.2691919192824,6.28068022886221,60.6843425413132
"uncons","Rizal","all","Myocardial Infarction",2975.22941319804,2356.79739423459,3562.28540520185
"cons","Rizal","all","Myocardial Infarction",1345.60785013494,1054.45741406185,1623.07378020825
"uncons","Albay","all","Myocardial Infarction",759.902716919152,435.602128953096,1051.48409562388
"cons","Albay","all","Myocardial Infarction",208.659586668681,95.4210459125812,311.55148188075
"uncons","Camarines Norte","all","Myocardial Infarction",364.208083991047,183.054259079725,525.222750087684
"cons","Camarines Norte","all","Myocardial Infarction",2.44003729137838,1.40842543396286,3.36305508318314
"uncons","Camarines Sur","all","Myocardial Infarction",859.357098541205,539.937899600592,1152.51758617994
"cons","Camarines Sur","all","Myocardial Infarction",89.3571605815816,46.8659028956193,129.299665607102
"uncons","Catanduanes","all","Myocardial Infarction",0,0,0
"uncons","Catanduanes","u18","Myocardial Infarction",0,0,0
"cons","Catanduanes","all","Myocardial Infarction",0,0,0
"cons","Catanduanes","u18","Myocardial Infarction",0,0,0
"uncons","Masbate","all","Myocardial Infarction",0,0,0
"uncons","Masbate","u18","Myocardial Infarction",0,0,0
"cons","Masbate","all","Myocardial Infarction",0,0,0
"cons","Masbate","u18","Myocardial Infarction",0,0,0
"uncons","Sorsogon","all","Myocardial Infarction",0,0,0
"uncons","Sorsogon","u18","Myocardial Infarction",0,0,0
"cons","Sorsogon","all","Myocardial Infarction",0,0,0
"cons","Sorsogon","u18","Myocardial Infarction",0,0,0
"uncons","Aklan","all","Myocardial Infarction",473.742723474123,315.507334261338,608.648133583766
"cons","Aklan","all","Myocardial Infarction",1.94484823489057,0.875596432842604,2.8479649769745
"uncons","Antique","all","Myocardial Infarction",140.854183013697,37.0387025353738,226.290156353323
"cons","Antique","all","Myocardial Infarction",0.951805259653912,0.213545579738553,1.6147140198465
"uncons","Capiz","all","Myocardial Infarction",0,0,0
"uncons","Capiz","u18","Myocardial Infarction",0,0,0
"cons","Capiz","all","Myocardial Infarction",0,0,0
"cons","Capiz","u18","Myocardial Infarction",0,0,0
"uncons","Iloilo","all","Myocardial Infarction",0,0,0
"uncons","Iloilo","u18","Myocardial Infarction",0,0,0
"cons","Iloilo","all","Myocardial Infarction",0,0,0
"cons","Iloilo","u18","Myocardial Infarction",0,0,0
"uncons","Negros Occidental","all","Myocardial Infarction",1570.14779265358,1040.59389065368,2037.37659395377
"cons","Negros Occidental","all","Myocardial Infarction",97.1460646846092,57.5038832797388,131.680345626159
"uncons","Guimaras","all","Myocardial Infarction",0,0,0
"uncons","Guimaras","u18","Myocardial Infarction",0,0,0
"cons","Guimaras","all","Myocardial Infarction",0,0,0
"cons","Guimaras","u18","Myocardial Infarction",0,0,0
"uncons","Bohol","all","Myocardial Infarction",737.438898677884,532.985379178552,918.573651295316
"cons","Bohol","all","Myocardial Infarction",5.02060418968892,0.517414243309634,9.31897877323083
"uncons","Cebu","all","Myocardial Infarction",2239.66718208303,1493.92696655283,2910.66933860978
"cons","Cebu","all","Myocardial Infarction",880.091466068482,614.862659556565,1111.78617823565
"uncons","Negros Oriental","all","Myocardial Infarction",671.585379215322,403.915023824455,913.01171205949
"cons","Negros Oriental","all","Myocardial Infarction",219.882736279863,136.027763830067,296.129888131655
"uncons","Siquijor","all","Myocardial Infarction",0,0,0
"uncons","Siquijor","u18","Myocardial Infarction",0,0,0
"cons","Siquijor","all","Myocardial Infarction",0,0,0
"cons","Siquijor","u18","Myocardial Infarction",0,0,0
"uncons","Leyte","all","Myocardial Infarction",0,0,0
"uncons","Leyte","u18","Myocardial Infarction",0,0,0
"cons","Leyte","all","Myocardial Infarction",0,0,0
"cons","Leyte","u18","Myocardial Infarction",0,0,0
"uncons","Northern Samar","all","Myocardial Infarction",0,0,0
"uncons","Northern Samar","u18","Myocardial Infarction",0,0,0
"cons","Northern Samar","all","Myocardial Infarction",0,0,0
"cons","Northern Samar","u18","Myocardial Infarction",0,0,0
"uncons","Samar","all","Myocardial Infarction",0,0,0
"uncons","Samar","u18","Myocardial Infarction",0,0,0
"cons","Samar","all","Myocardial Infarction",0,0,0
"cons","Samar","u18","Myocardial Infarction",0,0,0
"uncons","Southern Leyte","all","Myocardial Infarction",79.3182282211423,26.6883295276347,122.548910931398
"cons","Southern Leyte","all","Myocardial Infarction",0.69418735325788,0.381972989842881,0.967153891283807
"uncons","Zamboanga del Norte","all","Myocardial Infarction",640.981266014978,416.18620946974,827.922696064422
"cons","Zamboanga del Norte","all","Myocardial Infarction",24.6586520587552,8.86792828234131,37.4207846401684
"uncons","Zamboanga del Sur","all","Myocardial Infarction",1749.51678009101,1299.52344979449,2140.95420927462
"cons","Zamboanga del Sur","all","Myocardial Infarction",44.461271611037,27.7174239376683,58.8347885975219
"uncons","Zamboanga Sibugay","all","Myocardial Infarction",0,0,0
"uncons","Zamboanga Sibugay","u18","Myocardial Infarction",0,0,0
"cons","Zamboanga Sibugay","all","Myocardial Infarction",0,0,0
"cons","Zamboanga Sibugay","u18","Myocardial Infarction",0,0,0
"uncons","Bukidnon","all","Myocardial Infarction",0,0,0
"uncons","Bukidnon","u18","Myocardial Infarction",0,0,0
"cons","Bukidnon","all","Myocardial Infarction",0,0,0
"cons","Bukidnon","u18","Myocardial Infarction",0,0,0
"uncons","Lanao del Norte","all","Myocardial Infarction",0,0,0
"uncons","Lanao del Norte","u18","Myocardial Infarction",0,0,0
"cons","Lanao del Norte","all","Myocardial Infarction",0,0,0
"cons","Lanao del Norte","u18","Myocardial Infarction",0,0,0
"uncons","Misamis Occidental","all","Myocardial Infarction",0,0,0
"uncons","Misamis Occidental","u18","Myocardial Infarction",0,0,0
"cons","Misamis Occidental","all","Myocardial Infarction",0,0,0
"cons","Misamis Occidental","u18","Myocardial Infarction",0,0,0
"uncons","Misamis Oriental","all","Myocardial Infarction",2247.05574762746,1856.68784926755,2596.58543339558
"cons","Misamis Oriental","all","Myocardial Infarction",242.219081687215,209.986731879349,272.676223462217
"uncons","Davao del Norte","all","Myocardial Infarction",896.042678500252,597.279844021043,1156.50877923746
"cons","Davao del Norte","all","Myocardial Infarction",228.186656936876,143.30969827146,299.844738157601
"uncons","Davao del Sur","all","Myocardial Infarction",799.786349395953,440.333343207676,1117.52022453406
"cons","Davao del Sur","all","Myocardial Infarction",67.3224579932024,41.1227742723961,90.2473021407353
"uncons","Davao Oriental","all","Myocardial Infarction",666.193749676792,569.41560001008,746.785766264055
"cons","Davao Oriental","all","Myocardial Infarction",132.5226155775,98.6844960525639,160.537665364702
"uncons","Compostela Valley","all","Myocardial Infarction",383.212299469468,262.593779236218,475.113865861315
"cons","Compostela Valley","all","Myocardial Infarction",90.7053082844883,62.3480200060574,111.995695023812
"uncons","Cotabato","all","Myocardial Infarction",520.582989160353,345.942115790301,673.040227296696
"cons","Cotabato","all","Myocardial Infarction",204.561733795293,122.356967358878,278.537996798736
"uncons","South Cotabato","all","Myocardial Infarction",570.003736282661,328.319555980273,772.138120235412
"cons","South Cotabato","all","Myocardial Infarction",4.83622997399051,0.852080183868406,8.42426339017639
"uncons","Sultan Kudarat","all","Myocardial Infarction",50.698817420325,23.9869564383311,71.5848808484294
"cons","Sultan Kudarat","all","Myocardial Infarction",5.94945299573213,1.42110070495412,9.4721185212993
"uncons","Sarangani","all","Myocardial Infarction",101.26466133526,59.8514546543033,133.348327804463
"cons","Sarangani","all","Myocardial Infarction",2.87021616090353,1.70562318614262,3.78388998292013
"uncons","National Capital Region","all","Myocardial Infarction",11777.0185623006,9531.48282198195,13858.7840516791
"cons","National Capital Region","all","Myocardial Infarction",2853.24437607223,2079.01077061525,3557.7208823525
"uncons","Abra","all","Myocardial Infarction",145.328915229215,65.9591210335662,209.80035874402
"cons","Abra","all","Myocardial Infarction",2.84185643670074,1.80785055378146,3.68520832545443
"uncons","Benguet","all","Myocardial Infarction",531.608588993603,372.861635247465,670.16766825911
"cons","Benguet","all","Myocardial Infarction",3.13498380568554,2.15685148360694,4.01417402609077
"uncons","Ifugao","all","Myocardial Infarction",0,0,0
"uncons","Ifugao","u18","Myocardial Infarction",0,0,0
"cons","Ifugao","all","Myocardial Infarction",0,0,0
"cons","Ifugao","u18","Myocardial Infarction",0,0,0
"uncons","Agusan del Norte","all","Myocardial Infarction",0,0,0
"uncons","Agusan del Norte","u18","Myocardial Infarction",0,0,0
"cons","Agusan del Norte","all","Myocardial Infarction",0,0,0
"cons","Agusan del Norte","u18","Myocardial Infarction",0,0,0
"uncons","Agusan del Sur","all","Myocardial Infarction",352.822936847938,260.131673503263,428.576517660129
"cons","Agusan del Sur","all","Myocardial Infarction",6.09075719283377,1.00655832348979,10.303353791246
"uncons","Surigao del Norte","all","Myocardial Infarction",144.870592935161,50.2107663709206,223.500906704798
"cons","Surigao del Norte","all","Myocardial Infarction",43.0403899883202,16.8413733458148,65.3229205077307
"uncons","Surigao del Sur","all","Myocardial Infarction",0,0,0
"uncons","Surigao del Sur","u18","Myocardial Infarction",0,0,0
"cons","Surigao del Sur","all","Myocardial Infarction",0,0,0
"cons","Surigao del Sur","u18","Myocardial Infarction",0,0,0
"uncons","Occidental Mindoro","all","Myocardial Infarction",0,0,0
"uncons","Occidental Mindoro","u18","Myocardial Infarction",0,0,0
"cons","Occidental Mindoro","all","Myocardial Infarction",0,0,0
"cons","Occidental Mindoro","u18","Myocardial Infarction",0,0,0
"uncons","Oriental Mindoro","all","Myocardial Infarction",474.722551120823,327.528620169972,590.620696732227
"cons","Oriental Mindoro","all","Myocardial Infarction",4.27990670076325,0.940633629354448,6.56884608542303
