"prov","type","signif_week"
"Zamboanga del Norte","Myocardial Infarction","2016-40"
"Zamboanga del Norte","Myocardial Infarction","2016-41"
"Zamboanga del Norte","Myocardial Infarction","2016-42"
"Zamboanga del Norte","Myocardial Infarction","2016-43"
"Zamboanga del Norte","Myocardial Infarction","2016-44"
"Zamboanga del Norte","Myocardial Infarction","2016-45"
"Zamboanga del Norte","Myocardial Infarction","2016-46"
"Zamboanga del Sur","Myocardial Infarction","2016-27"
"Zamboanga del Sur","Myocardial Infarction","2016-28"
"Zamboanga del Sur","Myocardial Infarction","2016-30"
"Zamboanga del Sur","Myocardial Infarction","2016-44"
"Zamboanga del Sur","Myocardial Infarction","2017-15"
"Zamboanga del Sur","Myocardial Infarction","2018-33"
"Zamboanga del Sur","Myocardial Infarction","2019-16"
"Misamis Oriental","Myocardial Infarction","2016-19"
"Misamis Oriental","Myocardial Infarction","2016-20"
"Misamis Oriental","Myocardial Infarction","2016-21"
"Misamis Oriental","Myocardial Infarction","2016-22"
"Misamis Oriental","Myocardial Infarction","2016-23"
"Misamis Oriental","Myocardial Infarction","2016-24"
"Misamis Oriental","Myocardial Infarction","2016-25"
"Misamis Oriental","Myocardial Infarction","2016-26"
"Misamis Oriental","Myocardial Infarction","2016-27"
"Misamis Oriental","Myocardial Infarction","2016-28"
"Misamis Oriental","Myocardial Infarction","2016-29"
"Misamis Oriental","Myocardial Infarction","2016-30"
"Misamis Oriental","Myocardial Infarction","2016-31"
"Misamis Oriental","Myocardial Infarction","2018-35"
"Misamis Oriental","Myocardial Infarction","2018-36"
"Misamis Oriental","Myocardial Infarction","2018-37"
"Misamis Oriental","Myocardial Infarction","2018-38"
"Misamis Oriental","Myocardial Infarction","2018-39"
"Misamis Oriental","Myocardial Infarction","2018-40"
"Misamis Oriental","Myocardial Infarction","2018-41"
"Misamis Oriental","Myocardial Infarction","2018-42"
"Misamis Oriental","Myocardial Infarction","2018-43"
"Misamis Oriental","Myocardial Infarction","2018-44"
"Misamis Oriental","Myocardial Infarction","2018-45"
"Davao del Norte","Myocardial Infarction","2016-37"
"Davao del Norte","Myocardial Infarction","2016-38"
"Davao del Norte","Myocardial Infarction","2016-39"
"Davao del Norte","Myocardial Infarction","2016-40"
"Davao del Norte","Myocardial Infarction","2016-41"
"Davao del Norte","Myocardial Infarction","2016-42"
"Davao del Norte","Myocardial Infarction","2016-43"
"Davao del Norte","Myocardial Infarction","2016-44"
"Davao del Norte","Myocardial Infarction","2016-45"
"Davao del Norte","Myocardial Infarction","2016-46"
"Davao del Norte","Myocardial Infarction","2016-47"
"Davao del Norte","Myocardial Infarction","2016-48"
"Davao del Norte","Myocardial Infarction","2016-49"
"Davao del Norte","Myocardial Infarction","2016-50"
"Davao del Norte","Myocardial Infarction","2016-51"
"Davao del Norte","Myocardial Infarction","2016-52"
"Davao del Norte","Myocardial Infarction","2017-01"
"Davao del Norte","Myocardial Infarction","2017-02"
"Davao del Norte","Myocardial Infarction","2017-03"
"Davao del Norte","Myocardial Infarction","2017-04"
"Davao del Norte","Myocardial Infarction","2017-05"
"Davao del Norte","Myocardial Infarction","2017-06"
"Davao del Norte","Myocardial Infarction","2017-07"
"Davao del Norte","Myocardial Infarction","2017-08"
"Davao del Norte","Myocardial Infarction","2017-09"
"Davao del Norte","Myocardial Infarction","2017-10"
"Davao del Norte","Myocardial Infarction","2017-11"
"Davao del Norte","Myocardial Infarction","2017-12"
"Davao del Norte","Myocardial Infarction","2017-13"
"Davao del Norte","Myocardial Infarction","2017-14"
"Davao del Norte","Myocardial Infarction","2017-15"
"Davao del Norte","Myocardial Infarction","2017-16"
"Davao del Norte","Myocardial Infarction","2017-17"
"Davao del Norte","Myocardial Infarction","2017-18"
"Davao del Norte","Myocardial Infarction","2017-19"
"Davao del Norte","Myocardial Infarction","2017-20"
"Davao del Norte","Myocardial Infarction","2017-21"
"Davao del Norte","Myocardial Infarction","2017-22"
"Davao del Norte","Myocardial Infarction","2017-23"
"Davao del Norte","Myocardial Infarction","2017-24"
"Davao del Norte","Myocardial Infarction","2017-25"
"Davao del Norte","Myocardial Infarction","2017-26"
"Davao del Norte","Myocardial Infarction","2017-27"
"Davao del Norte","Myocardial Infarction","2017-28"
"Davao del Norte","Myocardial Infarction","2017-29"
"Davao del Norte","Myocardial Infarction","2017-30"
"Davao del Norte","Myocardial Infarction","2017-31"
"Davao del Norte","Myocardial Infarction","2017-32"
"Davao del Norte","Myocardial Infarction","2017-33"
"Davao del Norte","Myocardial Infarction","2017-34"
"Davao del Norte","Myocardial Infarction","2017-35"
"Davao del Norte","Myocardial Infarction","2017-36"
"Davao del Sur","Myocardial Infarction","2016-19"
"Davao del Sur","Myocardial Infarction","2016-20"
"Davao del Sur","Myocardial Infarction","2016-21"
"Davao del Sur","Myocardial Infarction","2016-22"
"Davao del Sur","Myocardial Infarction","2016-23"
"Davao del Sur","Myocardial Infarction","2016-24"
"Davao del Sur","Myocardial Infarction","2016-25"
"Davao del Sur","Myocardial Infarction","2016-26"
"Davao del Sur","Myocardial Infarction","2016-27"
"Davao del Sur","Myocardial Infarction","2016-28"
"Davao del Sur","Myocardial Infarction","2016-29"
"Davao del Sur","Myocardial Infarction","2016-30"
"Davao del Sur","Myocardial Infarction","2016-31"
"Davao del Sur","Myocardial Infarction","2016-32"
"Davao del Sur","Myocardial Infarction","2016-33"
"Davao del Sur","Myocardial Infarction","2016-34"
"Davao Oriental","Myocardial Infarction","2016-31"
"Davao Oriental","Myocardial Infarction","2016-32"
"Davao Oriental","Myocardial Infarction","2016-33"
"Davao Oriental","Myocardial Infarction","2016-34"
"Davao Oriental","Myocardial Infarction","2016-35"
"Davao Oriental","Myocardial Infarction","2016-36"
"Davao Oriental","Myocardial Infarction","2016-37"
"Davao Oriental","Myocardial Infarction","2016-38"
"Davao Oriental","Myocardial Infarction","2016-39"
"Davao Oriental","Myocardial Infarction","2016-40"
"Davao Oriental","Myocardial Infarction","2016-41"
"Davao Oriental","Myocardial Infarction","2016-42"
"Davao Oriental","Myocardial Infarction","2016-43"
"Davao Oriental","Myocardial Infarction","2016-44"
"Davao Oriental","Myocardial Infarction","2016-45"
"Davao Oriental","Myocardial Infarction","2016-46"
"Davao Oriental","Myocardial Infarction","2016-47"
"Davao Oriental","Myocardial Infarction","2016-48"
"Davao Oriental","Myocardial Infarction","2016-49"
"Davao Oriental","Myocardial Infarction","2016-50"
"Davao Oriental","Myocardial Infarction","2016-51"
"Davao Oriental","Myocardial Infarction","2016-52"
"Davao Oriental","Myocardial Infarction","2017-01"
"Davao Oriental","Myocardial Infarction","2017-02"
"Davao Oriental","Myocardial Infarction","2017-30"
"Davao Oriental","Myocardial Infarction","2017-31"
"Davao Oriental","Myocardial Infarction","2017-32"
"Davao Oriental","Myocardial Infarction","2017-33"
"Davao Oriental","Myocardial Infarction","2017-34"
"Davao Oriental","Myocardial Infarction","2017-35"
"Davao Oriental","Myocardial Infarction","2017-36"
"Davao Oriental","Myocardial Infarction","2017-37"
"Davao Oriental","Myocardial Infarction","2017-38"
"Davao Oriental","Myocardial Infarction","2017-39"
"Davao Oriental","Myocardial Infarction","2017-40"
"Davao Oriental","Myocardial Infarction","2017-41"
"Davao Oriental","Myocardial Infarction","2017-42"
"Davao Oriental","Myocardial Infarction","2017-43"
"Davao Oriental","Myocardial Infarction","2017-44"
"Davao Oriental","Myocardial Infarction","2017-45"
"Davao Oriental","Myocardial Infarction","2017-46"
"Davao Oriental","Myocardial Infarction","2017-47"
"Davao Oriental","Myocardial Infarction","2017-48"
"Davao Oriental","Myocardial Infarction","2017-49"
"Davao Oriental","Myocardial Infarction","2017-50"
"Davao Oriental","Myocardial Infarction","2017-51"
"Davao Oriental","Myocardial Infarction","2017-52"
"Davao Oriental","Myocardial Infarction","2018-01"
"Davao Oriental","Myocardial Infarction","2018-02"
"Davao Oriental","Myocardial Infarction","2018-03"
"Davao Oriental","Myocardial Infarction","2018-04"
"Davao Oriental","Myocardial Infarction","2018-05"
"Davao Oriental","Myocardial Infarction","2018-06"
"Davao Oriental","Myocardial Infarction","2018-07"
"Davao Oriental","Myocardial Infarction","2018-08"
"Davao Oriental","Myocardial Infarction","2018-09"
"Davao Oriental","Myocardial Infarction","2018-10"
"Compostela Valley","Myocardial Infarction","2016-19"
"Compostela Valley","Myocardial Infarction","2016-20"
"Compostela Valley","Myocardial Infarction","2016-21"
"Compostela Valley","Myocardial Infarction","2016-22"
"Compostela Valley","Myocardial Infarction","2016-23"
"Compostela Valley","Myocardial Infarction","2016-24"
"Compostela Valley","Myocardial Infarction","2016-25"
"Compostela Valley","Myocardial Infarction","2016-26"
"Compostela Valley","Myocardial Infarction","2016-27"
"Compostela Valley","Myocardial Infarction","2016-28"
"Compostela Valley","Myocardial Infarction","2016-29"
"Compostela Valley","Myocardial Infarction","2016-30"
"Compostela Valley","Myocardial Infarction","2016-31"
"Compostela Valley","Myocardial Infarction","2016-32"
"Compostela Valley","Myocardial Infarction","2016-33"
"Compostela Valley","Myocardial Infarction","2016-34"
"Compostela Valley","Myocardial Infarction","2016-35"
"Compostela Valley","Myocardial Infarction","2016-36"
"Compostela Valley","Myocardial Infarction","2016-37"
"Compostela Valley","Myocardial Infarction","2016-38"
"Compostela Valley","Myocardial Infarction","2016-39"
"Compostela Valley","Myocardial Infarction","2016-40"
"Compostela Valley","Myocardial Infarction","2016-41"
"Compostela Valley","Myocardial Infarction","2016-42"
"Compostela Valley","Myocardial Infarction","2016-43"
"Compostela Valley","Myocardial Infarction","2016-44"
"Compostela Valley","Myocardial Infarction","2016-45"
"Compostela Valley","Myocardial Infarction","2016-46"
"Compostela Valley","Myocardial Infarction","2017-14"
"Compostela Valley","Myocardial Infarction","2017-15"
"Compostela Valley","Myocardial Infarction","2017-16"
"Compostela Valley","Myocardial Infarction","2017-17"
"Compostela Valley","Myocardial Infarction","2017-18"
"Compostela Valley","Myocardial Infarction","2017-19"
"Compostela Valley","Myocardial Infarction","2017-20"
"Compostela Valley","Myocardial Infarction","2017-21"
"Compostela Valley","Myocardial Infarction","2017-22"
"Compostela Valley","Myocardial Infarction","2017-23"
"Compostela Valley","Myocardial Infarction","2017-24"
"Compostela Valley","Myocardial Infarction","2017-25"
"Compostela Valley","Myocardial Infarction","2017-26"
"Compostela Valley","Myocardial Infarction","2017-27"
"Compostela Valley","Myocardial Infarction","2017-28"
"Compostela Valley","Myocardial Infarction","2017-29"
"Compostela Valley","Myocardial Infarction","2017-30"
"Compostela Valley","Myocardial Infarction","2017-31"
"Compostela Valley","Myocardial Infarction","2017-32"
"Compostela Valley","Myocardial Infarction","2017-33"
"Compostela Valley","Myocardial Infarction","2017-34"
"Compostela Valley","Myocardial Infarction","2017-35"
"Compostela Valley","Myocardial Infarction","2017-36"
"Compostela Valley","Myocardial Infarction","2017-37"
"Compostela Valley","Myocardial Infarction","2017-38"
"Cotabato","Myocardial Infarction","2016-19"
"Cotabato","Myocardial Infarction","2016-20"
"Cotabato","Myocardial Infarction","2016-21"
"Cotabato","Myocardial Infarction","2016-22"
"Cotabato","Myocardial Infarction","2016-23"
"Cotabato","Myocardial Infarction","2016-24"
"Cotabato","Myocardial Infarction","2016-25"
"Cotabato","Myocardial Infarction","2016-26"
"Cotabato","Myocardial Infarction","2016-27"
"Cotabato","Myocardial Infarction","2016-28"
"Cotabato","Myocardial Infarction","2016-29"
"Cotabato","Myocardial Infarction","2016-30"
"Cotabato","Myocardial Infarction","2016-31"
"Cotabato","Myocardial Infarction","2016-32"
"Cotabato","Myocardial Infarction","2016-33"
"Cotabato","Myocardial Infarction","2016-34"
"Cotabato","Myocardial Infarction","2016-35"
"Cotabato","Myocardial Infarction","2016-36"
"Cotabato","Myocardial Infarction","2016-37"
"Cotabato","Myocardial Infarction","2016-38"
"Cotabato","Myocardial Infarction","2016-39"
"Cotabato","Myocardial Infarction","2016-40"
"Cotabato","Myocardial Infarction","2016-41"
"Cotabato","Myocardial Infarction","2016-42"
"Cotabato","Myocardial Infarction","2016-43"
"Cotabato","Myocardial Infarction","2016-44"
"Cotabato","Myocardial Infarction","2016-45"
"Cotabato","Myocardial Infarction","2016-46"
"Cotabato","Myocardial Infarction","2016-47"
"Cotabato","Myocardial Infarction","2016-48"
"Cotabato","Myocardial Infarction","2016-49"
"Cotabato","Myocardial Infarction","2016-50"
"Cotabato","Myocardial Infarction","2016-51"
"Cotabato","Myocardial Infarction","2016-52"
"Cotabato","Myocardial Infarction","2017-01"
"Cotabato","Myocardial Infarction","2017-02"
"Cotabato","Myocardial Infarction","2017-03"
"Cotabato","Myocardial Infarction","2017-04"
"Cotabato","Myocardial Infarction","2017-18"
"Cotabato","Myocardial Infarction","2017-19"
"Cotabato","Myocardial Infarction","2017-20"
"Cotabato","Myocardial Infarction","2017-21"
"Cotabato","Myocardial Infarction","2017-22"
"Cotabato","Myocardial Infarction","2017-23"
"Cotabato","Myocardial Infarction","2017-24"
"Cotabato","Myocardial Infarction","2017-25"
"Cotabato","Myocardial Infarction","2017-26"
"Cotabato","Myocardial Infarction","2017-27"
"Cotabato","Myocardial Infarction","2017-28"
"Cotabato","Myocardial Infarction","2017-29"
"Cotabato","Myocardial Infarction","2017-30"
"Cotabato","Myocardial Infarction","2017-31"
"Cotabato","Myocardial Infarction","2017-32"
"Cotabato","Myocardial Infarction","2017-33"
"Cotabato","Myocardial Infarction","2017-34"
"Cotabato","Myocardial Infarction","2017-35"
"Cotabato","Myocardial Infarction","2017-36"
"Cotabato","Myocardial Infarction","2017-37"
"Cotabato","Myocardial Infarction","2017-38"
"Cotabato","Myocardial Infarction","2017-39"
"Cotabato","Myocardial Infarction","2017-40"
"Cotabato","Myocardial Infarction","2017-41"
"Cotabato","Myocardial Infarction","2017-42"
"Cotabato","Myocardial Infarction","2017-43"
"Cotabato","Myocardial Infarction","2017-44"
"Cotabato","Myocardial Infarction","2017-45"
"Cotabato","Myocardial Infarction","2017-46"
"Cotabato","Myocardial Infarction","2017-47"
"Cotabato","Myocardial Infarction","2017-48"
"Cotabato","Myocardial Infarction","2017-49"
"Cotabato","Myocardial Infarction","2018-20"
"Cotabato","Myocardial Infarction","2018-21"
"Cotabato","Myocardial Infarction","2018-22"
"Cotabato","Myocardial Infarction","2018-23"
"Cotabato","Myocardial Infarction","2018-24"
"Cotabato","Myocardial Infarction","2018-25"
"Cotabato","Myocardial Infarction","2018-26"
"Cotabato","Myocardial Infarction","2018-27"
"Cotabato","Myocardial Infarction","2018-28"
"Cotabato","Myocardial Infarction","2018-29"
"Cotabato","Myocardial Infarction","2018-30"
"Cotabato","Myocardial Infarction","2018-31"
"Cotabato","Myocardial Infarction","2018-32"
"Cotabato","Myocardial Infarction","2018-33"
"Cotabato","Myocardial Infarction","2018-34"
"Cotabato","Myocardial Infarction","2018-35"
"Cotabato","Myocardial Infarction","2018-36"
"Cotabato","Myocardial Infarction","2018-37"
"Cotabato","Myocardial Infarction","2018-38"
"Cotabato","Myocardial Infarction","2018-39"
"Cotabato","Myocardial Infarction","2018-40"
"Cotabato","Myocardial Infarction","2018-41"
"Cotabato","Myocardial Infarction","2018-42"
"Cotabato","Myocardial Infarction","2018-43"
"Cotabato","Myocardial Infarction","2018-44"
"Cotabato","Myocardial Infarction","2018-45"
"Cotabato","Myocardial Infarction","2018-46"
"Cotabato","Myocardial Infarction","2018-47"
"Cotabato","Myocardial Infarction","2018-48"
"Cotabato","Myocardial Infarction","2018-49"
"South Cotabato","Myocardial Infarction","2018-29"
"South Cotabato","Myocardial Infarction","2018-30"
"Sultan Kudarat","Myocardial Infarction","2019-15"
"Sultan Kudarat","Myocardial Infarction","2019-16"
"Sultan Kudarat","Myocardial Infarction","2019-17"
"Sultan Kudarat","Myocardial Infarction","2019-18"
"Sultan Kudarat","Myocardial Infarction","2019-19"
"Sultan Kudarat","Myocardial Infarction","2019-20"
"Sultan Kudarat","Myocardial Infarction","2019-21"
"Sarangani","Myocardial Infarction","2018-06"
"Sarangani","Myocardial Infarction","2018-23"
"National Capital Region","Myocardial Infarction","2016-32"
"National Capital Region","Myocardial Infarction","2016-33"
"National Capital Region","Myocardial Infarction","2016-34"
"National Capital Region","Myocardial Infarction","2016-35"
"National Capital Region","Myocardial Infarction","2016-36"
"National Capital Region","Myocardial Infarction","2016-37"
"National Capital Region","Myocardial Infarction","2016-38"
"National Capital Region","Myocardial Infarction","2016-39"
"National Capital Region","Myocardial Infarction","2016-40"
"National Capital Region","Myocardial Infarction","2016-41"
"National Capital Region","Myocardial Infarction","2016-42"
"National Capital Region","Myocardial Infarction","2016-43"
"National Capital Region","Myocardial Infarction","2016-44"
"National Capital Region","Myocardial Infarction","2016-45"
"National Capital Region","Myocardial Infarction","2016-46"
"National Capital Region","Myocardial Infarction","2016-47"
"National Capital Region","Myocardial Infarction","2016-48"
"National Capital Region","Myocardial Infarction","2016-49"
"National Capital Region","Myocardial Infarction","2016-50"
"National Capital Region","Myocardial Infarction","2016-51"
"National Capital Region","Myocardial Infarction","2016-52"
"National Capital Region","Myocardial Infarction","2017-01"
"National Capital Region","Myocardial Infarction","2017-02"
"National Capital Region","Myocardial Infarction","2017-03"
"National Capital Region","Myocardial Infarction","2017-04"
"National Capital Region","Myocardial Infarction","2017-05"
"National Capital Region","Myocardial Infarction","2017-06"
"National Capital Region","Myocardial Infarction","2017-07"
"National Capital Region","Myocardial Infarction","2017-08"
"National Capital Region","Myocardial Infarction","2017-09"
"National Capital Region","Myocardial Infarction","2017-10"
"National Capital Region","Myocardial Infarction","2017-11"
"National Capital Region","Myocardial Infarction","2017-12"
"National Capital Region","Myocardial Infarction","2017-13"
"National Capital Region","Myocardial Infarction","2017-14"
"National Capital Region","Myocardial Infarction","2017-15"
"National Capital Region","Myocardial Infarction","2017-16"
"National Capital Region","Myocardial Infarction","2017-17"
"National Capital Region","Myocardial Infarction","2017-18"
"National Capital Region","Myocardial Infarction","2017-19"
"National Capital Region","Myocardial Infarction","2017-20"
"National Capital Region","Myocardial Infarction","2017-21"
"National Capital Region","Myocardial Infarction","2017-22"
"National Capital Region","Myocardial Infarction","2017-23"
"National Capital Region","Myocardial Infarction","2017-24"
"National Capital Region","Myocardial Infarction","2017-25"
"National Capital Region","Myocardial Infarction","2017-26"
"National Capital Region","Myocardial Infarction","2017-27"
"National Capital Region","Myocardial Infarction","2017-28"
"National Capital Region","Myocardial Infarction","2017-29"
"National Capital Region","Myocardial Infarction","2017-30"
"National Capital Region","Myocardial Infarction","2017-31"
"National Capital Region","Myocardial Infarction","2017-32"
"National Capital Region","Myocardial Infarction","2017-33"
"National Capital Region","Myocardial Infarction","2017-34"
"National Capital Region","Myocardial Infarction","2017-35"
"National Capital Region","Myocardial Infarction","2017-36"
"National Capital Region","Myocardial Infarction","2017-37"
"National Capital Region","Myocardial Infarction","2017-38"
"National Capital Region","Myocardial Infarction","2017-39"
"National Capital Region","Myocardial Infarction","2017-40"
"National Capital Region","Myocardial Infarction","2017-41"
"Abra","Myocardial Infarction","2019-28"
"Benguet","Myocardial Infarction","2018-35"
"Agusan del Sur","Myocardial Infarction","2016-42"
"Agusan del Sur","Myocardial Infarction","2016-43"
"Agusan del Sur","Myocardial Infarction","2016-44"
"Agusan del Sur","Myocardial Infarction","2016-45"
"Agusan del Sur","Myocardial Infarction","2016-46"
"Agusan del Sur","Myocardial Infarction","2016-47"
"Agusan del Sur","Myocardial Infarction","2016-48"
"Agusan del Sur","Myocardial Infarction","2016-49"
"Surigao del Norte","Myocardial Infarction","2016-47"
"Surigao del Norte","Myocardial Infarction","2016-48"
"Surigao del Norte","Myocardial Infarction","2016-49"
"Surigao del Norte","Myocardial Infarction","2016-50"
"Surigao del Norte","Myocardial Infarction","2016-51"
"Surigao del Norte","Myocardial Infarction","2016-52"
"Surigao del Norte","Myocardial Infarction","2017-01"
"Surigao del Norte","Myocardial Infarction","2017-02"
"Surigao del Norte","Myocardial Infarction","2017-03"
"Surigao del Norte","Myocardial Infarction","2017-04"
"Surigao del Norte","Myocardial Infarction","2017-05"
"Surigao del Norte","Myocardial Infarction","2017-06"
"Surigao del Norte","Myocardial Infarction","2017-07"
"Surigao del Norte","Myocardial Infarction","2017-08"
"Surigao del Norte","Myocardial Infarction","2017-09"
"Surigao del Norte","Myocardial Infarction","2017-10"
"Surigao del Norte","Myocardial Infarction","2017-11"
"Surigao del Norte","Myocardial Infarction","2017-12"
"Surigao del Norte","Myocardial Infarction","2017-13"
"Surigao del Norte","Myocardial Infarction","2017-14"
"Surigao del Norte","Myocardial Infarction","2017-15"
"Surigao del Norte","Myocardial Infarction","2017-16"
"Surigao del Norte","Myocardial Infarction","2017-17"
"Surigao del Norte","Myocardial Infarction","2017-18"
"Surigao del Norte","Myocardial Infarction","2017-19"
"Surigao del Norte","Myocardial Infarction","2017-20"
"Surigao del Norte","Myocardial Infarction","2017-21"
"Surigao del Norte","Myocardial Infarction","2017-22"
"Oriental Mindoro","Myocardial Infarction","2016-30"
"Oriental Mindoro","Myocardial Infarction","2016-31"
"Oriental Mindoro","Myocardial Infarction","2016-32"
"Ilocos Norte","Cerebrovascular Accident","2018-03"
"Nueva Vizcaya","Cerebrovascular Accident","2016-41"
"Nueva Vizcaya","Cerebrovascular Accident","2016-50"
"Nueva Ecija","Cerebrovascular Accident","2018-44"
"Nueva Ecija","Cerebrovascular Accident","2018-45"
"Nueva Ecija","Cerebrovascular Accident","2018-46"
"Rizal","Cerebrovascular Accident","2018-16"
"Rizal","Cerebrovascular Accident","2018-17"
"Rizal","Cerebrovascular Accident","2018-18"
"Rizal","Cerebrovascular Accident","2018-19"
"Rizal","Cerebrovascular Accident","2018-20"
"Rizal","Cerebrovascular Accident","2018-21"
"Rizal","Cerebrovascular Accident","2018-22"
"Rizal","Cerebrovascular Accident","2018-23"
"Rizal","Cerebrovascular Accident","2018-24"
"Albay","Cerebrovascular Accident","2016-19"
"Albay","Cerebrovascular Accident","2016-20"
"Albay","Cerebrovascular Accident","2016-21"
"Albay","Cerebrovascular Accident","2016-22"
"Albay","Cerebrovascular Accident","2016-23"
"Albay","Cerebrovascular Accident","2016-24"
"Albay","Cerebrovascular Accident","2016-25"
"Albay","Cerebrovascular Accident","2016-26"
"Albay","Cerebrovascular Accident","2016-27"
"Albay","Cerebrovascular Accident","2016-28"
"Albay","Cerebrovascular Accident","2016-29"
"Albay","Cerebrovascular Accident","2016-30"
"Albay","Cerebrovascular Accident","2016-31"
"Albay","Cerebrovascular Accident","2016-32"
"Albay","Cerebrovascular Accident","2016-33"
"Albay","Cerebrovascular Accident","2016-34"
"Albay","Cerebrovascular Accident","2016-35"
"Albay","Cerebrovascular Accident","2016-36"
"Albay","Cerebrovascular Accident","2016-37"
"Albay","Cerebrovascular Accident","2016-38"
"Albay","Cerebrovascular Accident","2016-39"
"Albay","Cerebrovascular Accident","2016-40"
"Albay","Cerebrovascular Accident","2016-41"
"Albay","Cerebrovascular Accident","2016-42"
"Albay","Cerebrovascular Accident","2016-43"
"Albay","Cerebrovascular Accident","2016-44"
"Albay","Cerebrovascular Accident","2016-45"
"Albay","Cerebrovascular Accident","2016-46"
"Albay","Cerebrovascular Accident","2016-47"
"Albay","Cerebrovascular Accident","2016-48"
"Albay","Cerebrovascular Accident","2016-49"
"Albay","Cerebrovascular Accident","2016-50"
"Albay","Cerebrovascular Accident","2016-51"
"Albay","Cerebrovascular Accident","2016-52"
"Albay","Cerebrovascular Accident","2017-01"
"Albay","Cerebrovascular Accident","2017-02"
"Albay","Cerebrovascular Accident","2017-03"
"Albay","Cerebrovascular Accident","2017-04"
"Albay","Cerebrovascular Accident","2017-05"
"Albay","Cerebrovascular Accident","2017-06"
"Albay","Cerebrovascular Accident","2017-07"
"Albay","Cerebrovascular Accident","2017-08"
"Albay","Cerebrovascular Accident","2017-09"
"Albay","Cerebrovascular Accident","2017-10"
"Albay","Cerebrovascular Accident","2017-11"
"Albay","Cerebrovascular Accident","2017-12"
"Albay","Cerebrovascular Accident","2017-13"
"Albay","Cerebrovascular Accident","2017-14"
"Albay","Cerebrovascular Accident","2017-15"
"Albay","Cerebrovascular Accident","2017-16"
"Albay","Cerebrovascular Accident","2017-17"
"Albay","Cerebrovascular Accident","2017-18"
"Albay","Cerebrovascular Accident","2017-19"
"Albay","Cerebrovascular Accident","2018-12"
"Albay","Cerebrovascular Accident","2018-13"
"Albay","Cerebrovascular Accident","2018-14"
"Albay","Cerebrovascular Accident","2018-15"
"Albay","Cerebrovascular Accident","2018-16"
"Albay","Cerebrovascular Accident","2018-17"
"Albay","Cerebrovascular Accident","2018-18"
"Albay","Cerebrovascular Accident","2018-19"
"Albay","Cerebrovascular Accident","2018-20"
"Albay","Cerebrovascular Accident","2018-21"
"Albay","Cerebrovascular Accident","2018-37"
"Albay","Cerebrovascular Accident","2018-38"
"Albay","Cerebrovascular Accident","2018-39"
"Albay","Cerebrovascular Accident","2018-40"
"Albay","Cerebrovascular Accident","2018-41"
"Albay","Cerebrovascular Accident","2018-42"
"Albay","Cerebrovascular Accident","2018-43"
"Albay","Cerebrovascular Accident","2018-44"
"Albay","Cerebrovascular Accident","2018-45"
"Albay","Cerebrovascular Accident","2018-46"
"Albay","Cerebrovascular Accident","2018-47"
"Camarines Sur","Cerebrovascular Accident","2019-29"
"Camarines Sur","Cerebrovascular Accident","2019-30"
"Camarines Sur","Cerebrovascular Accident","2019-31"
"Camarines Sur","Cerebrovascular Accident","2019-32"
"Camarines Sur","Cerebrovascular Accident","2019-33"
"Camarines Sur","Cerebrovascular Accident","2019-34"
"Masbate","Cerebrovascular Accident","2016-31"
"Masbate","Cerebrovascular Accident","2016-32"
"Antique","Cerebrovascular Accident","2017-32"
"Iloilo","Cerebrovascular Accident","2019-12"
"Negros Occidental","Cerebrovascular Accident","2018-47"
"Negros Occidental","Cerebrovascular Accident","2019-05"
"Negros Occidental","Cerebrovascular Accident","2019-12"
"Negros Occidental","Cerebrovascular Accident","2019-17"
"Negros Occidental","Cerebrovascular Accident","2019-22"
"Zamboanga del Norte","Cerebrovascular Accident","2016-35"
"Zamboanga del Norte","Cerebrovascular Accident","2016-36"
"Zamboanga del Norte","Cerebrovascular Accident","2016-37"
"Zamboanga del Norte","Cerebrovascular Accident","2016-38"
"Zamboanga del Norte","Cerebrovascular Accident","2016-39"
"Zamboanga del Norte","Cerebrovascular Accident","2016-40"
"Zamboanga del Norte","Cerebrovascular Accident","2016-41"
"Zamboanga del Norte","Cerebrovascular Accident","2016-42"
"Zamboanga del Norte","Cerebrovascular Accident","2016-43"
"Zamboanga del Norte","Cerebrovascular Accident","2016-44"
"Zamboanga del Norte","Cerebrovascular Accident","2016-45"
"Zamboanga del Norte","Cerebrovascular Accident","2016-46"
"Zamboanga del Sur","Cerebrovascular Accident","2018-33"
"Zamboanga del Sur","Cerebrovascular Accident","2019-16"
"Lanao del Norte","Cerebrovascular Accident","2016-19"
"Lanao del Norte","Cerebrovascular Accident","2016-20"
"Lanao del Norte","Cerebrovascular Accident","2016-21"
"Lanao del Norte","Cerebrovascular Accident","2016-22"
"Lanao del Norte","Cerebrovascular Accident","2016-23"
"Lanao del Norte","Cerebrovascular Accident","2016-24"
"Lanao del Norte","Cerebrovascular Accident","2016-25"
"Lanao del Norte","Cerebrovascular Accident","2016-26"
"Lanao del Norte","Cerebrovascular Accident","2016-27"
"Lanao del Norte","Cerebrovascular Accident","2016-28"
"Lanao del Norte","Cerebrovascular Accident","2016-29"
"Lanao del Norte","Cerebrovascular Accident","2016-30"
"Misamis Oriental","Cerebrovascular Accident","2016-19"
"Misamis Oriental","Cerebrovascular Accident","2016-20"
"Misamis Oriental","Cerebrovascular Accident","2016-21"
"Misamis Oriental","Cerebrovascular Accident","2016-22"
"Misamis Oriental","Cerebrovascular Accident","2016-23"
